,d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed
24,11.0,4.0,Khazix,Side.red,12.0,1139.0,23149.0,1139.0,11.0,1.6363636363636365,6.0,18.0,15.0,45590.0,0.0,32.0,245780,15292,TopLane_Jungle,Few
25,4.0,11.0,Kindred,Side.red,3.0,0.0,2626.0,0.0,5.0,1.2,3.0,10.0,7.0,13433.0,0.0,16.0,75984,6029,TopLane_Jungle,Few
26,4.0,3.0,Vayne,Side.red,,1365.0,22401.0,1365.0,7.0,1.8571428571428568,7.0,18.0,20.0,27089.0,1.0,30.0,283378,16962,Other,Many
27,4.0,1.0,Jinx,Side.red,6.0,10837.0,15963.0,10837.0,1.0,20.0,14.0,,19.0,7574.0,4.0,19.0,147463,12911,Other,Many
28,4.0,3.0,Lulu,Side.red,5.0,0.0,0.0,0.0,7.0,0.7142857142857143,0.0,10.0,21.0,10536.0,0.0,35.0,7852,5101,Other,Few
29,12.0,4.0,Akali,Side.red,0.0,0.0,0.0,0.0,3.0,0.0,,10.0,0.0,10489.0,0.0,6.0,32420,4155,TopLane_Jungle,Few
30,,4.0,Jinx,Side.red,4.0,735.0,4310.0,735.0,11.0,0.6363636363636364,,13.0,18.0,18782.0,0.0,15.0,147289,9995,Other,Many
31,12.0,14.0,Camille,Side.red,11.0,8387.0,12553.0,8387.0,10.0,2.0,9.0,18.0,21.0,64705.0,,32.0,236143,18313,TopLane_Jungle,Many
32,14.0,11.0,Shaco,Side.red,13.0,358.0,7853.0,358.0,7.0,3.0,8.0,14.0,35.0,22730.0,,,137592,11107,TopLane_Jungle,Few
33,4.0,3.0,Lulu,Side.blue,10.0,436.0,,436.0,4.0,3.5,4.0,12.0,25.0,12508.0,0.0,47.0,22777,7463,Other,Few
34,14.0,4.0,Lulu,Side.blue,19.0,1008.0,2475.0,1008.0,7.0,3.7142857142857135,7.0,14.0,39.0,21502.0,0.0,81.0,20376,10550,Other,Few
35,7.0,4.0,Vayne,Side.red,7.0,7562.0,40153.0,7562.0,3.0,8.0,17.0,18.0,8.0,23729.0,2.0,43.0,185902,18485,Other,Many
36,21.0,4.0,Soraka,Side.blue,23.0,1371.0,2081.0,1371.0,4.0,5.75,0.0,17.0,23.0,15368.0,1.0,41.0,59967,9923,Other,Many
37,4.0,12.0,Viktor,Side.red,12.0,4570.0,15551.0,4570.0,4.0,4.0,4.0,16.0,11.0,16536.0,2.0,24.0,165658,12383,Other,Many
38,11.0,4.0,Graves,Side.red,5.0,3685.0,36358.0,3685.0,4.0,5.25,16.0,15.0,14.0,16707.0,3.0,21.0,192994,15006,TopLane_Jungle,Few
39,4.0,14.0,Rell,Side.blue,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,10.0,8183.0,0.0,26.0,9392,3967,Other,Few
40,11.0,4.0,Khazix,Side.blue,2.0,0.0,3794.0,0.0,5.0,0.4,0.0,11.0,2.0,17173.0,0.0,10.0,91820,6298,TopLane_Jungle,Few
41,4.0,7.0,Lucian,Side.red,9.0,8277.0,9777.0,8277.0,8.0,2.5,11.0,14.0,,15551.0,3.0,,126265,14393,Other,Many
42,4.0,1.0,Vayne,Side.red,5.0,4383.0,20924.0,4383.0,6.0,1.1666666666666667,2.0,12.0,2.0,13522.0,1.0,16.0,78839,8829,Other,Many
43,,14.0,,Side.red,34.0,,2924.0,1826.0,6.0,6.333333333333332,4.0,16.0,34.0,20418.0,1.0,98.0,22892,11864,Other,Few
44,4.0,12.0,Kennen,Side.red,6.0,678.0,1054.0,,10.0,0.7,1.0,12.0,14.0,17629.0,0.0,12.0,67147,7689,TopLane_Jungle,Many
45,11.0,4.0,Khazix,Side.red,11.0,2558.0,24798.0,2558.0,3.0,6.333333333333332,8.0,14.0,13.0,22610.0,0.0,28.0,123472,10833,TopLane_Jungle,Few
46,14.0,4.0,Zed,Side.red,5.0,677.0,762.0,677.0,5.0,2.6,8.0,14.0,7.0,18512.0,0.0,29.0,126966,10670,Other,Many
47,3.0,4.0,Karthus,Side.red,10.0,371.0,2477.0,371.0,8.0,1.875,5.0,14.0,14.0,14094.0,0.0,9.0,133284,10492,Other,Many
48,14.0,4.0,Zilean,Side.red,13.0,1227.0,3345.0,1227.0,2.0,7.0,1.0,12.0,16.0,5511.0,2.0,27.0,22616,6677,Other,Few
49,11.0,6.0,Hecarim,Side.red,19.0,988.0,22446.0,988.0,5.0,5.2,7.0,,20.0,42859.0,0.0,21.0,200386,12793,TopLane_Jungle,Few
50,,14.0,Syndra,Side.red,,6665.0,7685.0,6665.0,5.0,3.6,12.0,15.0,21.0,,3.0,18.0,127329,13746,Other,Many
51,12.0,4.0,Chogath,Side.red,,141.0,2510.0,141.0,7.0,1.8571428571428568,3.0,15.0,67.0,31477.0,0.0,23.0,111497,10639,TopLane_Jungle,Many
52,11.0,4.0,Taliyah,Side.blue,5.0,,,201.0,7.0,1.0,2.0,13.0,12.0,21668.0,1.0,22.0,157841,9443,TopLane_Jungle,Few
53,6.0,4.0,Darius,Side.red,4.0,4124.0,7683.0,4124.0,8.0,0.875,3.0,12.0,18.0,25314.0,1.0,18.0,106111,10054,TopLane_Jungle,Many
54,,,Jax,,6.0,10476.0,23437.0,10476.0,8.0,1.75,8.0,18.0,28.0,43297.0,5.0,43.0,307770,19072,TopLane_Jungle,Many
55,12.0,4.0,AurelionSol,Side.red,4.0,751.0,2948.0,751.0,2.0,3.0,2.0,13.0,13.0,11800.0,,18.0,81612,7935,Other,Many
56,11.0,4.0,Qiyana,Side.blue,5.0,718.0,40673.0,718.0,5.0,2.8,9.0,15.0,22.0,25025.0,1.0,67.0,206834,14037,TopLane_Jungle,Few
57,11.0,4.0,Nunu,Side.red,,658.0,41079.0,658.0,2.0,11.5,4.0,18.0,51.0,51558.0,0.0,35.0,218012,13191,TopLane_Jungle,Few
58,12.0,4.0,,Side.red,,202.0,322.0,202.0,9.0,0.8888888888888888,5.0,13.0,19.0,24812.0,0.0,10.0,67829,8717,Other,Many
59,,4.0,Karma,Side.red,,0.0,0.0,0.0,2.0,1.5,0.0,14.0,15.0,9042.0,0.0,20.0,96021,7796,Other,Many
60,4.0,,TahmKench,Side.blue,12.0,4703.0,9281.0,4703.0,5.0,4.0,,18.0,39.0,44807.0,3.0,37.0,148827,14018,TopLane_Jungle,Many
61,4.0,12.0,Leblanc,Side.red,4.0,,5530.0,3154.0,2.0,3.5,3.0,17.0,13.0,,2.0,38.0,173220,13551,Other,Many
62,11.0,4.0,Graves,Side.red,7.0,1607.0,7146.0,1607.0,1.0,12.0,5.0,10.0,7.0,8249.0,1.0,8.0,82953,7169,TopLane_Jungle,Few
63,4.0,14.0,Twitch,Side.red,9.0,3025.0,3534.0,3025.0,12.0,1.25,6.0,13.0,10.0,24552.0,1.0,25.0,99968,10286,Other,Many
64,,1.0,Draven,Side.red,,1558.0,,1558.0,7.0,0.8571428571428571,5.0,13.0,,17366.0,0.0,32.0,117797,10448,Other,Many
65,14.0,12.0,Camille,Side.red,2.0,970.0,970.0,970.0,5.0,0.6,1.0,10.0,12.0,10791.0,0.0,9.0,50197,5450,TopLane_Jungle,Many
66,1.0,4.0,Jinx,Side.blue,1.0,114.0,114.0,114.0,6.0,0.5,,9.0,14.0,8151.0,0.0,17.0,59234,5895,Other,Many
67,12.0,4.0,Graves,Side.blue,6.0,140.0,140.0,,4.0,2.0,2.0,13.0,12.0,16741.0,0.0,25.0,102884,8558,Other,Many
68,4.0,3.0,Soraka,Side.blue,3.0,811.0,923.0,811.0,4.0,0.75,0.0,9.0,28.0,9944.0,0.0,38.0,12193,5174,Other,Few
69,4.0,,Morgana,Side.blue,28.0,1173.0,2910.0,1173.0,0.0,29.0,1.0,14.0,70.0,11353.0,0.0,84.0,25556,9460,Other,Few
70,4.0,7.0,Caitlyn,Side.red,20.0,11029.0,27289.0,,,6.0,16.0,18.0,40.0,23803.0,5.0,38.0,259540,20161,Other,Many
71,4.0,12.0,Kennen,Side.red,8.0,271.0,3477.0,271.0,6.0,1.6666666666666667,2.0,14.0,23.0,21054.0,0.0,12.0,75209,8934,TopLane_Jungle,Many
72,12.0,,,Side.red,5.0,1691.0,7340.0,1691.0,5.0,3.0,10.0,18.0,21.0,20701.0,1.0,68.0,191602,16705,Other,Many
73,4.0,3.0,Lucian,Side.blue,4.0,1973.0,2056.0,1973.0,7.0,0.5714285714285714,0.0,12.0,2.0,15468.0,0.0,12.0,86780,7920,Other,Many
74,4.0,11.0,Lillia,Side.blue,10.0,1827.0,24307.0,1827.0,4.0,4.5,8.0,14.0,17.0,24353.0,1.0,29.0,169569,11696,TopLane_Jungle,Few
75,4.0,14.0,,Side.blue,8.0,659.0,2750.0,659.0,4.0,2.75,3.0,,28.0,12236.0,1.0,82.0,47205,9295,Other,Few
76,,12.0,Cassiopeia,Side.blue,,82.0,665.0,82.0,10.0,0.8,3.0,14.0,30.0,26255.0,0.0,18.0,108372,9825,Other,Many
77,,4.0,Sylas,Side.red,9.0,1464.0,3788.0,1464.0,9.0,2.2222222222222223,11.0,15.0,23.0,29890.0,0.0,27.0,127368,12563,Other,Many
78,7.0,4.0,Jhin,Side.blue,12.0,7856.0,,,0.0,27.0,15.0,16.0,34.0,14688.0,,26.0,177019,15455,Other,Many
79,4.0,12.0,Akshan,Side.red,13.0,9119.0,27105.0,9119.0,2.0,12.0,11.0,18.0,6.0,19612.0,2.0,29.0,269137,19998,TopLane_Jungle,Many
80,4.0,12.0,Yone,Side.blue,6.0,2966.0,3916.0,2966.0,10.0,2.0,14.0,16.0,,35712.0,1.0,38.0,180339,14834,TopLane_Jungle,Many
81,3.0,4.0,Thresh,Side.blue,6.0,142.0,246.0,142.0,5.0,1.2,0.0,7.0,,9274.0,0.0,,10672,4241,Other,Few
82,4.0,14.0,Thresh,Side.blue,30.0,91.0,1166.0,91.0,6.0,5.0,0.0,16.0,37.0,25780.0,0.0,94.0,17826,10246,Other,Few
83,4.0,7.0,Draven,Side.red,5.0,6873.0,27132.0,6873.0,13.0,1.0,8.0,18.0,14.0,40545.0,3.0,47.0,278697,19017,Other,Many
84,14.0,4.0,Kennen,Side.red,4.0,396.0,396.0,396.0,9.0,0.6666666666666666,2.0,9.0,9.0,11533.0,0.0,27.0,18594,5588,Other,Few
85,4.0,14.0,Zed,Side.red,5.0,2642.0,,,4.0,3.0,7.0,15.0,7.0,14685.0,1.0,12.0,109665,10751,Other,Many
86,14.0,12.0,Akali,Side.blue,3.0,0.0,0.0,0.0,16.0,0.5625,6.0,13.0,1.0,30706.0,0.0,10.0,68580,9101,TopLane_Jungle,Many
87,12.0,4.0,Sion,Side.blue,2.0,4583.0,4583.0,4583.0,3.0,0.6666666666666666,0.0,13.0,9.0,,1.0,11.0,107446,9307,TopLane_Jungle,Many
88,,4.0,Thresh,Side.red,6.0,0.0,0.0,0.0,4.0,1.75,1.0,8.0,18.0,8748.0,0.0,,8975,4391,Other,Few
89,4.0,12.0,Tristana,Side.blue,4.0,,2469.0,,8.0,1.5,8.0,13.0,5.0,17942.0,1.0,23.0,96872,10083,Other,Many
90,4.0,14.0,Cassiopeia,Side.red,9.0,3551.0,8547.0,3551.0,7.0,3.0,12.0,15.0,30.0,24536.0,,31.0,137050,15140,Other,Many
91,4.0,12.0,MonkeyKing,Side.red,3.0,0.0,1723.0,0.0,12.0,0.6666666666666666,5.0,13.0,9.0,29009.0,0.0,16.0,85110,8644,TopLane_Jungle,Many
92,14.0,4.0,,,10.0,1513.0,4485.0,1513.0,4.0,3.75,5.0,15.0,2.0,19742.0,,12.0,92314,10487,Other,Many
93,4.0,3.0,Lulu,Side.blue,14.0,2066.0,3300.0,2066.0,5.0,3.0,1.0,14.0,15.0,10215.0,2.0,77.0,11435,8680,Other,Few
94,7.0,4.0,Jinx,Side.red,13.0,8287.0,9024.0,8287.0,0.0,13.0,0.0,13.0,10.0,4694.0,4.0,15.0,105215,9895,Other,Many
95,,4.0,Syndra,Side.blue,9.0,3985.0,4376.0,3985.0,6.0,2.0,3.0,15.0,,14003.0,,36.0,96214,10850,Other,Many
96,4.0,11.0,Qiyana,Side.red,7.0,2912.0,15299.0,2912.0,2.0,12.5,18.0,12.0,15.0,18869.0,1.0,22.0,124963,12208,TopLane_Jungle,Few
97,4.0,14.0,Maokai,Side.red,,130.0,130.0,130.0,8.0,0.75,2.0,8.0,25.0,13702.0,0.0,16.0,15813,5730,Other,Few
98,12.0,4.0,TwistedFate,Side.red,5.0,,4161.0,1435.0,4.0,2.5,5.0,15.0,56.0,20524.0,0.0,16.0,158254,12325,Other,Many
99,3.0,4.0,Lux,Side.red,11.0,2547.0,6548.0,2547.0,5.0,5.8,18.0,16.0,48.0,16791.0,0.0,19.0,156938,15400,Other,Many
100,4.0,7.0,Aphelios,Side.red,3.0,5248.0,,5248.0,8.0,,14.0,15.0,14.0,22900.0,2.0,32.0,166556,14767,Other,Many
101,14.0,12.0,Gwen,Side.red,5.0,3523.0,,3523.0,9.0,,3.0,16.0,,35392.0,2.0,,178225,12521,TopLane_Jungle,Many
102,12.0,14.0,Jax,Side.blue,7.0,8965.0,16885.0,8965.0,4.0,5.5,15.0,18.0,31.0,42428.0,4.0,22.0,208820,18320,TopLane_Jungle,Many
103,14.0,4.0,,,11.0,2204.0,,2204.0,3.0,6.333333333333332,8.0,,,12155.0,1.0,14.0,67639,8011,Other,Few
104,4.0,14.0,Nami,Side.blue,13.0,2130.0,2708.0,2130.0,7.0,2.2857142857142856,3.0,11.0,26.0,11828.0,1.0,59.0,12964,7679,Other,Few
105,4.0,12.0,Ornn,Side.blue,5.0,1103.0,2111.0,1103.0,,0.875,2.0,13.0,24.0,28289.0,0.0,22.0,65377,8075,TopLane_Jungle,Many
106,11.0,4.0,Rengar,Side.blue,3.0,3184.0,21971.0,3184.0,6.0,2.0,9.0,12.0,6.0,21281.0,0.0,11.0,124499,10451,TopLane_Jungle,Few
107,4.0,14.0,Fizz,Side.blue,2.0,,2207.0,,8.0,1.5,10.0,14.0,16.0,23025.0,1.0,19.0,94946,12208,Other,Many
108,4.0,14.0,Nautilus,Side.blue,14.0,618.0,2034.0,618.0,7.0,2.571428571428572,,,52.0,23927.0,0.0,84.0,27767,10029,Other,Few
109,7.0,4.0,Caitlyn,Side.blue,6.0,0.0,0.0,,7.0,1.2857142857142858,3.0,12.0,12.0,10949.0,0.0,11.0,111486,8910,Other,Many
110,4.0,12.0,Ziggs,Side.blue,,12387.0,17046.0,12387.0,4.0,5.25,6.0,13.0,17.0,11512.0,3.0,15.0,134832,10664,Other,Many
111,7.0,3.0,Yuumi,Side.red,37.0,607.0,1044.0,607.0,7.0,5.571428571428571,2.0,15.0,23.0,13242.0,,81.0,26148,11355,Other,Few
112,4.0,14.0,Bard,Side.blue,22.0,445.0,1083.0,445.0,4.0,6.0,2.0,13.0,32.0,15957.0,1.0,102.0,14922,8781,Other,Few
113,4.0,1.0,Ahri,Side.blue,6.0,731.0,1451.0,731.0,4.0,1.75,1.0,15.0,21.0,20155.0,0.0,28.0,94409,9371,Other,Many
114,11.0,4.0,Rengar,Side.blue,0.0,0.0,5679.0,0.0,2.0,3.0,6.0,9.0,4.0,10858.0,0.0,7.0,68020,6860,TopLane_Jungle,Few
115,4.0,14.0,Pyke,Side.red,6.0,117.0,302.0,,11.0,,,12.0,20.0,23438.0,0.0,71.0,28296,9720,Other,Few
116,7.0,4.0,Aphelios,Side.blue,5.0,5047.0,8362.0,5047.0,0.0,7.0,2.0,12.0,2.0,4707.0,1.0,14.0,94939,9470,Other,Many
117,4.0,7.0,Jhin,Side.blue,12.0,10142.0,17422.0,10142.0,2.0,9.5,7.0,16.0,18.0,17062.0,3.0,28.0,193580,13846,Other,Many
118,4.0,7.0,Soraka,Side.red,,868.0,1031.0,868.0,7.0,3.8571428571428568,4.0,15.0,46.0,17463.0,0.0,46.0,20287,9382,Other,Few
119,12.0,4.0,Leblanc,Side.blue,2.0,275.0,275.0,275.0,2.0,2.5,3.0,10.0,9.0,9136.0,0.0,13.0,38884,5749,Other,Many
120,4.0,14.0,Kindred,Side.red,13.0,5125.0,10346.0,5125.0,8.0,2.25,5.0,18.0,2.0,27037.0,0.0,37.0,222560,15193,Other,Many
121,4.0,21.0,Xerath,Side.red,3.0,518.0,518.0,518.0,9.0,0.4444444444444444,1.0,9.0,12.0,12450.0,0.0,29.0,22409,5677,Other,Few
122,4.0,3.0,Yasuo,Side.red,6.0,2391.0,8738.0,2391.0,5.0,2.4,6.0,12.0,19.0,12513.0,1.0,23.0,112507,10291,Other,Many
123,,12.0,Gangplank,Side.blue,10.0,8787.0,14095.0,8787.0,2.0,9.0,8.0,16.0,12.0,16821.0,4.0,27.0,239996,15965,TopLane_Jungle,Many
124,4.0,12.0,Sylas,Side.blue,7.0,,11767.0,4789.0,3.0,5.0,,15.0,,23140.0,1.0,14.0,124950,12141,Other,Many
125,4.0,,Qiyana,Side.blue,10.0,5851.0,10685.0,5851.0,9.0,2.1111111111111107,9.0,17.0,23.0,27860.0,5.0,47.0,164943,15072,Other,Many
126,12.0,4.0,Pantheon,Side.blue,6.0,0.0,3770.0,0.0,7.0,1.5714285714285714,5.0,,16.0,21103.0,0.0,18.0,141375,13223,Other,Many
127,4.0,12.0,Lucian,Side.blue,13.0,3009.0,6223.0,3009.0,9.0,2.2222222222222223,7.0,14.0,0.0,18142.0,1.0,22.0,92948,10638,TopLane_Jungle,Many
128,4.0,12.0,Graves,Side.blue,9.0,9619.0,17868.0,9619.0,8.0,1.625,4.0,16.0,22.0,22670.0,2.0,16.0,184927,13177,TopLane_Jungle,Many
129,4.0,14.0,Zoe,Side.red,8.0,2407.0,6448.0,2407.0,6.0,1.3333333333333333,0.0,14.0,20.0,15366.0,2.0,14.0,76557,8781,Other,Many
130,12.0,4.0,Pyke,Side.blue,3.0,3797.0,3797.0,3797.0,7.0,3.0,18.0,15.0,23.0,29282.0,2.0,40.0,60496,19535,Other,Few
131,1.0,4.0,Caitlyn,,5.0,778.0,2620.0,778.0,4.0,2.0,3.0,12.0,2.0,9676.0,,23.0,99141,8435,Other,Many
132,1.0,4.0,Jhin,Side.red,12.0,7950.0,24724.0,7950.0,5.0,6.2,19.0,18.0,44.0,32964.0,2.0,56.0,371402,22935,Other,Many
133,4.0,1.0,Jhin,Side.red,8.0,5827.0,18337.0,,1.0,13.0,5.0,14.0,8.0,,3.0,32.0,133719,11227,Other,Many
134,4.0,11.0,Nidalee,Side.red,1.0,0.0,256.0,0.0,4.0,0.5,1.0,9.0,2.0,14546.0,0.0,10.0,63404,4561,TopLane_Jungle,Few
135,11.0,4.0,,Side.red,5.0,,21073.0,468.0,9.0,1.0,4.0,16.0,22.0,28351.0,1.0,32.0,230374,13392,TopLane_Jungle,Few
136,12.0,4.0,Shen,Side.red,7.0,707.0,,707.0,2.0,7.0,7.0,13.0,21.0,14566.0,0.0,20.0,41116,8653,Other,Few
137,14.0,4.0,Rakan,,22.0,785.0,1413.0,785.0,3.0,7.666666666666668,1.0,12.0,26.0,14372.0,0.0,90.0,14801,7792,Other,Few
138,4.0,14.0,Sett,Side.red,3.0,0.0,228.0,0.0,6.0,1.1666666666666667,4.0,11.0,,26053.0,0.0,,27450,7636,Other,Few
139,11.0,4.0,Khazix,Side.red,8.0,3196.0,,3196.0,3.0,5.0,7.0,15.0,8.0,21274.0,1.0,36.0,158822,12627,TopLane_Jungle,Few
140,14.0,11.0,Talon,Side.red,7.0,537.0,25320.0,537.0,9.0,2.0,11.0,14.0,4.0,24963.0,1.0,17.0,169538,13803,TopLane_Jungle,Few
141,4.0,1.0,Lucian,Side.blue,2.0,0.0,4138.0,0.0,6.0,0.5,1.0,11.0,0.0,9935.0,0.0,10.0,73195,6840,Other,Many
142,14.0,11.0,Shaco,Side.red,3.0,1651.0,15581.0,1651.0,1.0,14.0,11.0,13.0,14.0,13527.0,2.0,11.0,125849,10312,TopLane_Jungle,Few
143,4.0,3.0,Lux,Side.red,5.0,109.0,747.0,109.0,6.0,1.8333333333333333,6.0,14.0,59.0,12185.0,0.0,,142084,12595,Other,Many
144,14.0,4.0,Zoe,Side.red,6.0,122.0,2573.0,122.0,6.0,,3.0,12.0,31.0,14074.0,0.0,24.0,81003,7935,Other,Many
145,,4.0,Rumble,Side.blue,8.0,212.0,2187.0,212.0,5.0,2.0,2.0,14.0,14.0,17957.0,0.0,,115431,9193,Other,Many
146,4.0,12.0,Kennen,Side.blue,5.0,2777.0,5325.0,2777.0,5.0,1.2,1.0,13.0,15.0,16809.0,1.0,15.0,80991,8264,TopLane_Jungle,Many
147,4.0,12.0,MonkeyKing,Side.red,1.0,2151.0,2351.0,2151.0,3.0,1.6666666666666667,,,8.0,16522.0,0.0,7.0,70188,8054,Other,Many
148,6.0,4.0,Tryndamere,Side.red,5.0,8294.0,11436.0,8294.0,3.0,2.333333333333333,2.0,16.0,6.0,30730.0,3.0,,143555,11008,TopLane_Jungle,Many
149,4.0,1.0,Xayah,Side.red,3.0,2131.0,8697.0,2131.0,,0.625,,17.0,14.0,21308.0,1.0,,231847,14593,Other,Many
150,14.0,4.0,Zilean,Side.blue,3.0,0.0,43.0,0.0,4.0,0.75,0.0,10.0,17.0,8590.0,0.0,52.0,10010,4991,Other,Few
151,4.0,1.0,Aphelios,Side.red,14.0,,10983.0,,9.0,2.888888888888889,12.0,14.0,,26218.0,2.0,17.0,172809,15890,Other,Many
152,,12.0,Rumble,Side.blue,10.0,1285.0,2807.0,1285.0,3.0,5.0,5.0,15.0,11.0,18477.0,0.0,37.0,133063,11589,Other,Many
153,4.0,12.0,TahmKench,Side.red,2.0,3616.0,3616.0,3616.0,2.0,3.5,5.0,13.0,24.0,17691.0,1.0,16.0,60023,8496,TopLane_Jungle,Many
154,4.0,12.0,Fiora,Side.blue,8.0,7654.0,11285.0,7654.0,5.0,3.2,8.0,18.0,9.0,46212.0,2.0,27.0,197115,16740,TopLane_Jungle,Many
155,4.0,7.0,Kaisa,Side.red,11.0,10673.0,27326.0,10673.0,3.0,7.0,10.0,16.0,2.0,18172.0,3.0,40.0,234541,15362,Other,Many
156,4.0,12.0,Malphite,Side.blue,8.0,1790.0,4443.0,1790.0,7.0,1.8571428571428568,,15.0,34.0,23290.0,0.0,12.0,75775,9412,TopLane_Jungle,Many
157,4.0,11.0,,Side.red,12.0,1522.0,27628.0,1522.0,2.0,,5.0,14.0,29.0,18307.0,1.0,16.0,130994,9924,TopLane_Jungle,Few
158,3.0,4.0,Nami,Side.red,17.0,1970.0,2021.0,1970.0,3.0,7.333333333333332,5.0,11.0,12.0,9607.0,0.0,30.0,10371,8427,Other,Few
159,14.0,7.0,Yuumi,Side.blue,21.0,619.0,939.0,619.0,1.0,25.0,4.0,12.0,7.0,3343.0,0.0,19.0,10235,7745,Other,Few
160,4.0,12.0,Tristana,Side.red,2.0,6959.0,11751.0,6959.0,4.0,2.25,7.0,14.0,5.0,14823.0,2.0,21.0,144213,12477,Other,Many
161,14.0,,Talon,Side.blue,3.0,4007.0,8045.0,4007.0,13.0,1.0769230769230769,11.0,18.0,3.0,33844.0,2.0,20.0,182429,15418,Other,Many
162,4.0,12.0,Vex,Side.red,10.0,5006.0,,5006.0,3.0,7.333333333333332,12.0,18.0,39.0,18405.0,3.0,36.0,194448,16280,Other,Many
163,4.0,7.0,Senna,Side.blue,16.0,1405.0,9119.0,,,4.5,2.0,15.0,15.0,14659.0,1.0,22.0,106497,10881,Other,Many
